"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1FLMD0042","1998-06-17","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US",,,"    0",",,N",,,,
"US1FLMD0042","2014-03-26","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-09","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","   46",",,N",,,,,,
"US1FLMD0042","2014-04-10","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-11","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-12","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-13","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","   20",",,N",,,,,,
"US1FLMD0042","2014-04-14","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-15","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-16","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","   10",",,N",,,,,,
"US1FLMD0042","2014-04-17","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-18","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    5",",,N",,,,,,
"US1FLMD0042","2014-04-19","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","  422",",,N",,,,,,
"US1FLMD0042","2014-04-21","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-22","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-23","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-24","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-25","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-26","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-27","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-28","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-29","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-04-30","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-01","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-02","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-03","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    3",",,N",,,,,,
"US1FLMD0042","2014-05-04","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","   25",",,N",,,,,,
"US1FLMD0042","2014-05-05","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-06","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-07","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-08","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-09","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-10","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-11","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-12","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-13","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-14","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","  147",",,N",,,,,,
"US1FLMD0042","2014-05-15","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","   25",",,N",,,,,,
"US1FLMD0042","2014-05-16","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","  401",",,N",,,,,,
"US1FLMD0042","2014-05-17","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-18","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-19","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-20","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-21","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-22","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-23","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    0",",,N","    0",",,N",,,,
"US1FLMD0042","2014-05-29","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","   10",",,N",,,,,,
"US1FLMD0042","2014-05-30","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","   36",",,N",,,,,,
"US1FLMD0042","2014-06-01","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","   25",",,N",,,,,,
"US1FLMD0042","2014-06-02","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","  198",",,N",,,,,,
"US1FLMD0042","2014-06-04","25.6956787109375","-80.2892990112305","2.4","SOUTH MIAMI 0.9 SSE, FL US","    8",",,N",,,,,,
